aspect,sentiment,date,id,flag,group
comoda,positive,2023-10-03 06:34:08,777.0,0,utility
utile,positive,2023-10-03 06:34:08,777.0,0,utility
sia,positive,2023-10-03 06:34:08,777.0,0,communication
tra,positive,2023-10-03 06:34:08,777.0,0,communication
amici,positive,2023-10-03 06:34:08,777.0,0,
che,positive,2023-10-03 06:34:08,777.0,0,communication
non,positive,2023-10-03 06:34:08,777.0,0,
sono,positive,2023-10-03 06:34:08,777.0,0,state
famiglia,positive,2023-10-03 06:34:08,777.0,0,communication
service,very positive,2023-10-02 19:01:36,779.0,0,
app,negative,2023-10-02 18:10:06,781.0,0,application
pin,positive,2023-10-02 18:10:06,781.0,0,security
service,negative,2023-10-02 14:58:50,784.0,0,
fun,neutral,2023-10-02 13:25:24,787.0,0,experience
cop,negative,2023-10-02 13:25:24,787.0,0,security
limitrofi,negative,2023-10-02 13:25:24,787.0,0,quantity
essere,negative,2023-10-02 13:25:24,787.0,0,state
valutati,negative,2023-10-02 13:25:24,787.0,0,experience
service,positive,2023-10-02 08:49:30,789.0,0,
food,positive,2023-10-02 08:49:30,789.0,0,
service,positive,2023-10-01 19:59:53,790.0,0,
speed,positive,2023-10-01 19:59:53,790.0,0,
customer service,positive,2023-10-01 11:35:56,793.0,0,
product,positive,2023-10-01 11:35:56,793.0,0,
sentiment,very positive,2023-10-01 08:51:58,796.0,0,
rating,positive,2023-09-30 17:03:04,797.0,0,experience
utile,positive,2023-09-30 16:57:27,798.0,0,utility
delude,negative,2023-09-30 16:57:27,798.0,0,emotion
images,positive,2023-09-30 16:09:52,799.0,0,photo
exercises,positive,2023-09-30 16:09:52,799.0,0,experience
sentiment,positive,2023-09-30 09:10:21,804.0,0,
utile,positive,2023-09-30 08:44:42,805.0,0,utility
pratica,positive,2023-09-30 08:44:42,805.0,0,
app,negative,2023-09-30 08:00:16,806.0,0,application
application,very positive,2023-09-29 20:07:21,807.0,0,application
function,positive,2023-09-29 20:07:21,807.0,0,
price,positive,2023-09-29 19:50:46,808.0,0,payment
offer,positive,2023-09-29 19:50:46,808.0,0,
function,positive,2023-09-29 17:18:13,811.0,0,
usage,positive,2023-09-29 17:18:13,811.0,0,utility
application,positive,2023-09-29 14:57:12,813.0,0,application
technology,positive,2023-09-29 14:57:12,813.0,0,technology
service,positive,2023-09-29 10:24:55,815.0,0,
quality,positive,2023-09-29 10:24:55,815.0,0,experience
efficiency,positive,2023-09-29 10:24:55,815.0,0,experience
appreciation,positive,2023-09-29 10:24:55,815.0,0,emotion
sentiment,positive,2023-09-29 10:08:12,816.0,0,
sentiment,very positive,2023-09-29 08:57:02,818.0,0,
contact,positive,2023-09-29 08:31:28,819.0,0,communication
comodo,positive,2023-09-29 07:34:04,820.0,0,
sempplice,positive,2023-09-29 07:34:04,820.0,0,
text,very positive,2023-09-28 16:58:27,822.0,0,
system,positive,2023-09-28 11:28:04,824.0,0,system
payment,positive,2023-09-28 11:28:04,824.0,0,payment
efficiency,positive,2023-09-28 11:28:04,824.0,0,experience
practical,positive,2023-09-28 11:28:04,824.0,0,utility
velocity,positive,2023-09-28 11:28:04,824.0,0,
weather,positive,2023-09-28 09:52:01,825.0,0,experience
day,positive,2023-09-28 09:52:01,825.0,0,
service,negative,2023-09-28 08:26:25,826.0,0,
experience,negative,2023-09-27 21:29:29,829.0,0,experience
phone,negative,2023-09-27 21:29:29,829.0,0,communication
code,negative,2023-09-27 21:20:41,830.0,0,
text,negative,2023-09-27 19:30:35,831.0,0,
images,positive,2023-09-27 14:44:28,833.0,0,photo
exercises,positive,2023-09-27 14:44:28,833.0,0,experience
service,positive,2023-09-27 13:12:41,834.0,0,
difficult,negative,2023-09-27 13:12:41,834.0,0,difficulty
text,positive,2023-09-27 11:55:14,835.0,0,
time,negative,2023-09-27 11:52:12,836.0,0,time
feeling,negative,2023-09-27 11:52:12,836.0,0,emotion
images,positive,2023-09-27 11:37:07,837.0,0,photo
exercises,positive,2023-09-27 11:37:07,837.0,0,experience
app,very positive,2023-09-27 10:59:37,838.0,0,application
app,positive,2023-09-27 09:13:42,839.0,0,application
date,positive,2023-09-27 09:13:42,839.0,0,time
code,positive,2023-09-27 09:13:42,839.0,0,
bonus,positive,2023-09-27 09:13:42,839.0,0,
restaurant,positive,2023-09-27 06:53:10,840.0,0,utility
food,positive,2023-09-27 06:53:10,840.0,0,
service,positive,2023-09-27 06:53:10,840.0,0,
emoji,positive,2023-09-26 22:40:01,841.0,0,
solution,positive,2023-09-26 20:00:34,842.0,0,utility
price,positive,2023-09-26 20:00:34,842.0,0,payment
service,very positive,2023-09-26 14:58:11,844.0,0,
annual,positive,2023-09-26 09:37:12,845.0,0,time
donation,positive,2023-09-26 09:37:12,845.0,0,payment
bonus,positive,2023-09-26 09:37:12,845.0,0,
invite,positive,2023-09-26 09:37:12,845.0,0,communication
code,positive,2023-09-26 09:37:12,845.0,0,
top,positive,2023-09-26 09:18:27,846.0,0,
serebbe,positive,2023-09-26 09:18:27,846.0,0,communication
fantastico,positive,2023-09-26 09:18:27,846.0,0,experience
poter,positive,2023-09-26 09:18:27,846.0,0,ability
collegare,positive,2023-09-26 09:18:27,846.0,0,communication
tutti,positive,2023-09-26 09:18:27,846.0,0,communication
tipi,positive,2023-09-26 09:18:27,846.0,0,quantity
ticket,positive,2023-09-26 09:18:27,846.0,0,communication
images,positive,2023-09-25 18:10:23,848.0,0,photo
exercises,positive,2023-09-25 18:10:23,848.0,0,experience
sentiment,positive,2023-09-25 12:59:00,849.0,0,
pagamenti,positive,2023-09-25 08:43:56,850.0,0,payment
richieste,positive,2023-09-25 08:43:56,850.0,0,
sistemate,positive,2023-09-25 08:43:56,850.0,0,utility
poi,positive,2023-09-25 08:43:56,850.0,0,time
images,positive,2023-09-24 15:34:59,853.0,0,photo
exercises,positive,2023-09-24 15:34:59,853.0,0,experience
functions,positive,2023-09-24 14:56:36,854.0,0,utility
base,negative,2023-09-24 14:56:36,854.0,0,quantity
link,positive,2023-09-24 14:56:36,854.0,0,communication
friends,positive,2023-09-24 14:56:36,854.0,0,communication
sales,positive,2023-09-24 14:56:36,854.0,0,quantity
per,positive,2023-09-24 13:33:52,855.0,0,communication
dividere,positive,2023-09-24 13:33:52,855.0,0,quantity
spese,positive,2023-09-24 13:33:52,855.0,0,
scambiarsi,positive,2023-09-24 13:33:52,855.0,0,communication
soldi,positive,2023-09-24 13:33:52,855.0,0,payment
text,very positive,2023-09-24 09:34:38,858.0,0,
text,neutral,2023-09-24 07:58:27,860.0,0,
stelle,positive,2023-09-23 18:23:59,862.0,0,appearance
tessere,positive,2023-09-23 18:23:59,862.0,0,utility
accesso,positive,2023-09-23 18:23:59,862.0,0,utility
più,positive,2023-09-23 18:23:59,862.0,0,communication
velocemente,positive,2023-09-23 18:23:59,862.0,0,speed
app,very positive,2023-09-23 18:14:12,863.0,0,application
use,very positive,2023-09-23 18:14:12,863.0,0,
facilitation,positive,2023-09-22 18:34:11,866.0,0,utility
payment,positive,2023-09-22 18:34:11,866.0,0,payment
invoice,positive,2023-09-22 18:34:11,866.0,0,payment
other people,positive,2023-09-22 18:34:11,866.0,0,communication
sentiment,positive,2023-09-22 13:20:43,867.0,0,
document,positive,2023-09-22 13:06:26,868.0,0,utility
document_id,negative,2023-09-22 13:06:26,868.0,0,utility
iban,neutral,2023-09-22 13:06:26,868.0,0,payment
confirm_identity,positive,2023-09-22 13:06:26,868.0,0,security
access_time,negative,2023-09-22 13:06:26,868.0,0,time
cost_time,negative,2023-09-22 13:06:26,868.0,0,time
cost_construction,negative,2023-09-22 13:06:26,868.0,0,quantity
app,positive,2023-09-22 11:49:26,869.0,0,application
bella,positive,2023-09-22 11:49:26,869.0,0,appearance
non,positive,2023-09-22 11:49:26,869.0,0,
riconosciuto,positive,2023-09-22 11:49:26,869.0,0,security
bonus,positive,2023-09-22 11:49:26,869.0,0,
euro,positive,2023-09-22 11:49:26,869.0,0,currency
per,positive,2023-09-22 11:49:26,869.0,0,communication
amico,positive,2023-09-22 11:49:26,869.0,0,communication
presentato,positive,2023-09-22 11:49:26,869.0,0,communication
comodissimo,positive,2023-09-22 09:49:22,870.0,0,ease_of_use
pratico,positive,2023-09-22 09:49:22,870.0,0,ease_of_use
sicuro,positive,2023-09-22 09:49:22,870.0,0,security
velocissimo,positive,2023-09-22 09:19:51,871.0,0,speed
pratico,positive,2023-09-22 09:19:51,871.0,0,ease_of_use
sentiment,positive,2023-09-22 04:45:29,874.0,0,
app,positive,2023-09-21 17:53:38,875.0,0,application
editing,positive,2023-09-21 17:53:38,875.0,0,utility
support,positive,2023-09-21 16:36:09,876.0,0,utility
service,very positive,2023-09-21 12:45:21,878.0,0,
essercenti,positive,2023-09-21 12:22:23,879.0,0,utility
applications,positive,2023-09-21 12:10:20,880.0,0,application
job,positive,2023-09-21 09:49:04,881.0,0,utility
compliments,positive,2023-09-21 08:54:28,882.0,0,communication
app,positive,2023-09-21 08:54:28,882.0,0,application
rischio,negative,2023-09-21 08:08:27,883.0,0,risk
alto,negative,2023-09-21 08:08:27,883.0,0,quantity
operazioni,negative,2023-09-21 08:08:27,883.0,0,utility
involuntarie,negative,2023-09-21 08:08:27,883.0,0,difficulty
non,negative,2023-09-21 08:08:27,883.0,0,
rimborso,negative,2023-09-21 08:08:27,883.0,0,payment
nemmeno,negative,2023-09-21 08:08:27,883.0,0,negation
risposta,negative,2023-09-21 08:08:27,883.0,0,communication
comodissimo,positive,2023-09-20 23:22:44,885.0,0,ease_of_use
soldi,positive,2023-09-20 23:22:44,885.0,0,payment
amici,positive,2023-09-20 23:22:44,885.0,0,
Salvadanaio,positive,2023-09-20 23:22:44,885.0,0,utility
text,very positive,2023-09-20 20:30:47,886.0,0,
images,positive,2023-09-20 18:53:08,887.0,0,photo
exercises,positive,2023-09-20 18:53:08,887.0,0,experience
review,very positive,2023-09-20 11:25:46,892.0,0,communication
sentiment,very positive,2023-09-20 11:25:46,892.0,0,
sentiment,negative,2023-09-20 11:11:50,893.0,0,
state,negative,2023-09-20 10:59:13,894.0,0,
tutti,positive,2023-09-20 10:59:13,894.0,0,communication
giorni,positive,2023-09-20 10:59:13,894.0,0,time
soldi,positive,2023-09-20 10:59:13,894.0,0,payment
carta,positive,2023-09-20 10:59:13,894.0,0,
non,positive,2023-09-20 10:59:13,894.0,0,
uso,negative,2023-09-20 10:59:13,894.0,0,utility
zone,negative,2023-09-19 13:37:43,901.0,0,utility
cash back,negative,2023-09-19 13:37:43,901.0,0,payment
genere,negative,2023-09-19 13:37:43,901.0,0,category
assistance,positive,2023-09-19 10:30:25,903.0,0,communication
problem,positive,2023-09-19 10:30:25,903.0,0,
service,positive,2023-09-18 19:58:06,905.0,0,
food,positive,2023-09-18 19:58:06,905.0,0,
request,negative,2023-09-18 17:48:32,908.0,0,communication
response,negative,2023-09-18 17:48:32,908.0,0,communication
idea,negative,2023-09-18 17:29:05,909.0,0,utility
complimenti,positive,2023-09-18 17:29:05,909.0,0,communication
service,positive,2023-09-18 13:37:11,910.0,0,
food,positive,2023-09-18 13:37:11,910.0,0,
software,positive,2023-09-18 12:51:02,911.0,0,system
experience,positive,2023-09-18 12:51:02,911.0,0,experience
account,negative,2023-09-18 09:28:20,912.0,0,utility
hashtags,positive,2023-09-18 07:48:55,913.0,0,
images,neutral,2023-09-17 16:37:01,914.0,0,photo
exercises,neutral,2023-09-17 16:37:01,914.0,0,experience
ottimo,positive,2023-09-17 13:14:22,915.0,0,
transazioni,positive,2023-09-17 13:14:22,915.0,0,payment
consentite,positive,2023-09-17 13:14:22,915.0,0,utility
grazie,positive,2023-09-17 13:14:22,915.0,0,communication
molto,positive,2023-09-17 13:14:22,915.0,0,
competitivo,positive,2023-09-17 13:14:22,915.0,0,competition
top,positive,2023-09-17 13:14:22,915.0,0,
comodo,positive,2023-09-17 09:05:52,916.0,0,
utile,positive,2023-09-17 09:05:52,916.0,0,utility
service,positive,2023-09-16 20:09:52,918.0,0,
software,positive,2023-09-16 08:09:27,924.0,0,system
experience,positive,2023-09-16 08:09:27,924.0,0,experience
comoda,positive,2023-09-16 07:19:20,925.0,0,utility
pratica,positive,2023-09-16 07:19:20,925.0,0,
images,positive,2023-09-16 05:29:07,927.0,0,photo
exercises,positive,2023-09-16 05:29:07,927.0,0,experience
preferred,negative,2023-09-15 12:28:26,930.0,0,utility
comfortable,positive,2023-09-15 12:28:26,930.0,0,utility
sentiment,positive,2023-09-15 11:54:14,931.0,0,
pagamento,positive,2023-09-15 07:59:03,933.0,0,payment
salvadanaio,positive,2023-09-15 07:59:03,933.0,0,payment
supermercati,positive,2023-09-15 07:59:03,933.0,0,utility
line,positive,2023-09-14 15:09:41,935.0,0,utility
applications,positive,2023-09-14 13:23:23,939.0,0,application
sfaccetture,positive,2023-09-14 13:23:23,939.0,0,appearance
pagamenti,positive,2023-09-14 13:23:23,939.0,0,payment
registrarmi,negative,2023-09-14 12:37:00,941.0,0,utility
scrive,negative,2023-09-14 12:37:00,941.0,0,communication
manca,negative,2023-09-14 12:37:00,941.0,0,negation
sentiment,very positive,2023-09-14 09:26:46,943.0,0,
contact,positive,2023-09-14 06:03:37,945.0,0,communication
email,negative,2023-09-14 06:03:37,945.0,0,communication
sentiment,neutral,2023-09-13 15:05:45,946.0,0,
comodo,very positive,2023-09-13 13:09:58,948.0,0,
molto comodo,very positive,2023-09-13 13:09:58,948.0,0,ease_of_use
il sistema,positive,2023-09-13 13:09:58,948.0,0,system
pure intuitivo,positive,2023-09-13 13:09:58,948.0,0,ease_of_use
images,positive,2023-09-13 09:39:14,949.0,0,photo
exercises,neutral,2023-09-13 09:39:14,949.0,0,experience
stella,negative,2023-09-13 09:33:58,950.0,0,appearance
ricariche,negative,2023-09-13 09:33:58,950.0,0,
non va bene,negative,2023-09-13 09:33:58,950.0,0,difficulty
sta,positive,2023-09-13 08:55:21,952.0,0,state
siht,positive,2023-09-13 08:55:21,952.0,0,utility
sentiment,very positive,2023-09-12 14:28:40,955.0,0,
spent,positive,2023-09-12 13:47:24,956.0,0,quantity
money,negative,2023-09-12 13:47:24,956.0,0,payment
pagamento,negative,2023-09-12 09:01:28,958.0,0,payment
annullare,negative,2023-09-12 09:01:28,958.0,0,utility
riavere,negative,2023-09-12 09:01:28,958.0,0,payment
Benissimo,very positive,2023-09-12 07:48:16,959.0,0,communication
molto comodo,very positive,2023-09-12 07:48:16,959.0,0,ease_of_use
per,neutral,2023-09-12 07:48:16,959.0,0,communication
pagamenti,neutral,2023-09-12 07:48:16,959.0,0,payment
specie,neutral,2023-09-12 07:48:16,959.0,0,category
quelli,neutral,2023-09-12 07:48:16,959.0,0,quantity
piccole,neutral,2023-09-12 07:48:16,959.0,0,quantity
practice,very positive,2023-09-12 07:01:38,960.0,0,experience
time,very positive,2023-09-12 07:01:38,960.0,0,time
rating,positive,2023-09-12 05:25:42,961.0,0,experience
fantastico,positive,2023-09-11 18:33:54,962.0,0,experience
finalmente,positive,2023-09-11 18:33:54,962.0,0,time
modernità,positive,2023-09-11 18:33:54,962.0,0,technology
text,very positive,2023-09-11 18:29:47,963.0,0,
year,positive,2023-09-11 14:22:13,964.0,0,
sentiment,very positive,2023-09-11 14:22:13,964.0,0,
product,positive,2023-09-11 12:34:13,965.0,0,
service,positive,2023-09-11 11:52:56,966.0,0,
ottimo,very positive,2023-09-11 11:50:03,967.0,0,
experience,positive,2023-09-11 10:26:41,968.0,0,experience
service,positive,2023-09-11 09:54:07,969.0,0,
food,positive,2023-09-11 09:54:07,969.0,0,
price,positive,2023-09-11 08:50:24,970.0,0,payment
payment,positive,2023-09-11 08:50:24,970.0,0,payment
text,very positive,2023-09-11 06:39:58,972.0,0,
service,positive,2023-09-10 19:52:57,974.0,0,
food,positive,2023-09-10 19:52:57,974.0,0,
service,positive,2023-09-10 12:01:06,976.0,0,
quality,positive,2023-09-10 12:01:06,976.0,0,experience
food,positive,2023-09-10 07:37:45,978.0,0,
food,positive,2023-09-09 13:12:38,982.0,0,
pulsante,negative,2023-09-09 12:45:55,983.0,0,utility
alternative,positive,2023-09-09 11:17:25,986.0,0,utility
app,positive,2023-09-09 07:24:56,988.0,0,application
languages,positive,2023-09-09 07:24:56,988.0,0,language
transaction,negative,2023-09-08 10:42:24,991.0,0,payment
text,positive,2023-09-08 05:40:34,994.0,0,
xche,positive,2023-09-08 04:11:41,995.0,0,communication
luoghi,negative,2023-09-08 04:11:41,995.0,0,utility
non,negative,2023-09-08 04:11:41,995.0,0,
andrò,negative,2023-09-08 04:11:41,995.0,0,state
mai,positive,2023-09-08 04:11:41,995.0,0,
app,positive,2023-09-08 02:47:38,996.0,0,application
unica,positive,2023-09-08 02:47:38,996.0,0,quantity
pecca,positive,2023-09-08 02:47:38,996.0,0,difficulty
vuole,positive,2023-09-08 02:47:38,996.0,0,communication
troppo,positive,2023-09-08 02:47:38,996.0,0,quantity
ricaricarla,positive,2023-09-08 02:47:38,996.0,0,payment
tramite,positive,2023-09-08 02:47:38,996.0,0,utility
bonifico,positive,2023-09-08 02:47:38,996.0,0,payment
app,positive,2023-09-07 22:11:38,998.0,0,application
languages,positive,2023-09-07 22:11:38,998.0,0,language
app,positive,2023-09-07 19:09:15,1002.0,0,application
languages,positive,2023-09-07 19:09:15,1002.0,0,language
hashtags,positive,2023-09-07 18:07:22,1003.0,0,
sentiment,positive,2023-09-07 16:21:35,1004.0,0,
food,positive,2023-09-07 11:49:44,1006.0,0,
text,very positive,2023-09-07 11:18:33,1007.0,0,
utile,positive,2023-09-07 10:08:47,1008.0,0,utility
pratico,positive,2023-09-07 10:08:47,1008.0,0,ease_of_use
ottima,positive,2023-09-07 10:08:47,1008.0,0,appearance
apparecimento,positive,2023-09-07 10:08:47,1008.0,0,appearance
sentiment,negative,2023-09-07 09:07:19,1009.0,0,
review,positive,2023-09-07 07:34:46,1010.0,0,communication
sentiment,very positive,2023-09-07 06:54:09,1011.0,0,
text,very positive,2023-09-07 06:04:45,1012.0,0,
emojis,very positive,2023-09-07 03:25:12,1014.0,0,communication
images,very positive,2023-09-06 22:36:36,1015.0,0,photo
exercises,very positive,2023-09-06 22:36:36,1015.0,0,experience
job,positive,2023-09-06 20:31:43,1016.0,0,utility
tipo,positive,2023-09-06 16:25:33,1018.0,0,type
metodo,positive,2023-09-06 16:25:33,1018.0,0,utility
pagamento,positive,2023-09-06 16:25:33,1018.0,0,payment
conveniente,positive,2023-09-06 16:25:33,1018.0,0,utility
facile,positive,2023-09-06 16:25:33,1018.0,0,ease_of_use
valid,very positive,2023-09-06 12:05:28,1020.0,0,accuracy
elimination,positive,2023-09-06 12:05:28,1020.0,0,quantity
simple,positive,2023-09-06 11:25:59,1021.0,0,ease_of_use
useful,positive,2023-09-06 11:25:59,1021.0,0,utility
comodo,positive,2023-09-06 11:17:22,1022.0,0,
peccato,negative,2023-09-06 11:17:22,1022.0,0,emotion
centri,neutral,2023-09-06 11:17:22,1022.0,0,utility
commerciali,neutral,2023-09-06 11:17:22,1022.0,0,utility
ricazione,neutral,2023-09-06 11:17:22,1022.0,0,utility
collega,neutral,2023-09-06 11:17:22,1022.0,0,communication
utile,positive,2023-09-06 11:17:22,1022.0,0,utility
satispay,positive,2023-09-06 11:17:22,1022.0,0,payment
system,positive,2023-09-06 09:55:44,1023.0,0,system
service,positive,2023-09-06 09:55:44,1023.0,0,
assistance,positive,2023-09-06 09:55:44,1023.0,0,communication
app,positive,2023-09-06 09:12:35,1024.0,0,application
problemi,negative,2023-09-06 09:12:35,1024.0,0,
negozi,negative,2023-09-06 09:12:35,1024.0,0,utility
system,positive,2023-09-06 07:11:16,1025.0,0,system
customers,positive,2023-09-06 07:11:16,1025.0,0,communication
sales,positive,2023-09-06 07:11:16,1025.0,0,quantity
friends,positive,2023-09-06 07:11:16,1025.0,0,communication
manco,neutral,2023-09-06 00:06:37,1027.0,0,communication
mezza,neutral,2023-09-06 00:06:37,1027.0,0,quantity
Stella,neutral,2023-09-06 00:06:37,1027.0,0,appearance
meritate,positive,2023-09-06 00:06:37,1027.0,0,communication
una,neutral,2023-09-06 00:06:37,1027.0,0,quantity
volta,positive,2023-09-06 00:06:37,1027.0,0,time
ottima,positive,2023-09-05 19:34:02,1028.0,0,appearance
iniziativa,positive,2023-09-05 19:34:02,1028.0,0,experience
geniale,positive,2023-09-05 19:34:02,1028.0,0,experience
product,positive,2023-09-05 18:37:39,1030.0,0,
time,negative,2023-09-05 08:58:02,1031.0,0,time
app,positive,2023-09-05 08:50:30,1032.0,0,application
budget,negative,2023-09-05 08:50:30,1032.0,0,
commission,positive,2023-09-05 08:50:30,1032.0,0,payment
benevolence,positive,2023-09-05 05:18:32,1037.0,0,emotion
kindness,positive,2023-09-05 05:18:32,1037.0,0,emotion
compassion,positive,2023-09-05 05:18:32,1037.0,0,emotion
exercises,negative,2023-09-04 21:09:06,1039.0,0,experience
use,positive,2023-09-04 19:15:59,1040.0,0,
request,negative,2023-09-04 19:15:59,1040.0,0,communication
utile,positive,2023-09-04 18:06:57,1041.0,0,utility
app,positive,2023-09-04 18:05:50,1042.0,0,application
use,positive,2023-09-04 18:05:50,1042.0,0,
service,positive,2023-09-04 17:19:32,1043.0,0,
iscrivere,negative,2023-09-04 16:48:32,1045.0,0,utility
bloccano,negative,2023-09-04 16:48:32,1045.0,0,difficulty
pagamenti,negative,2023-09-04 16:48:32,1045.0,0,payment
assistenza,negative,2023-09-04 16:48:32,1045.0,0,utility
recapito,negative,2023-09-04 16:48:32,1045.0,0,utility
product,positive,2023-09-04 16:22:25,1047.0,0,
text,negative,2023-09-04 14:42:06,1048.0,0,
labor,positive,2023-09-04 13:19:33,1049.0,0,job
sentiment,negative,2023-09-04 10:39:53,1050.0,0,
assistance,positive,2023-09-04 09:19:23,1051.0,0,communication
help,negative,2023-09-04 09:19:23,1051.0,0,utility
funzionale,positive,2023-09-04 08:28:50,1052.0,0,utility
veloce,positive,2023-09-04 08:28:50,1052.0,0,speed
comodo,positive,2023-09-04 08:28:50,1052.0,0,
app,positive,2023-09-03 18:38:55,1053.0,0,application
pagination,positive,2023-09-03 18:38:55,1053.0,0,utility
emoji,positive,2023-09-03 16:05:52,1054.0,0,
ottima,positive,2023-09-03 11:52:44,1055.0,0,appearance
ormai,positive,2023-09-03 11:52:44,1055.0,0,time
inseparabile,positive,2023-09-03 11:52:44,1055.0,0,state
review,very positive,2023-09-03 10:51:11,1056.0,0,communication
review,positive,2023-09-03 07:41:30,1060.0,0,communication
images,positive,2023-09-03 04:26:29,1061.0,0,photo
exercises,positive,2023-09-03 04:26:29,1061.0,0,experience
pratico,positive,2023-09-02 15:23:45,1064.0,0,ease_of_use
veloce,positive,2023-09-02 15:23:45,1064.0,0,speed
comodo,positive,2023-09-02 15:23:45,1064.0,0,
future,neutral,2023-09-02 15:02:23,1066.0,0,time
appare,positive,2023-09-02 14:17:29,1067.0,0,appearance
mercato,positive,2023-09-02 14:17:29,1067.0,0,utility
software,positive,2023-09-02 12:56:48,1068.0,0,system
experience,positive,2023-09-02 12:56:48,1068.0,0,experience
app,positive,2023-09-02 09:14:56,1071.0,0,application
price,positive,2023-09-02 09:14:56,1071.0,0,payment
size,positive,2023-09-02 09:14:56,1071.0,0,quantity
payment,positive,2023-09-02 09:14:56,1071.0,0,payment
app,positive,2023-09-02 06:00:29,1072.0,0,application
payment,positive,2023-09-02 06:00:29,1072.0,0,payment
guidelines,positive,2023-09-02 06:00:29,1072.0,0,communication
macchinosi,positive,2023-09-02 04:34:41,1073.0,0,difficulty
tempo,neutral,2023-09-02 04:34:41,1073.0,0,time
service,positive,2023-09-01 16:42:15,1075.0,0,
quality,positive,2023-09-01 16:42:15,1075.0,0,experience
comodissimo,very positive,2023-09-01 16:31:58,1076.0,0,ease_of_use
method,positive,2023-09-01 16:31:58,1076.0,0,utility
payment,positive,2023-09-01 16:31:58,1076.0,0,payment
service,very positive,2023-09-01 13:42:47,1077.0,0,
content,positive,2023-09-01 13:42:47,1077.0,0,communication
presentation,positive,2023-09-01 13:42:47,1077.0,0,communication
rapidi,positive,2023-09-01 13:15:47,1078.0,0,speed
comodissimo,positive,2023-09-01 13:15:47,1078.0,0,ease_of_use
servizi,positive,2023-09-01 13:15:47,1078.0,0,utility
clienti,positive,2023-09-01 13:15:47,1078.0,0,communication
pagamento,positive,2023-09-01 10:14:02,1080.0,0,payment
bollo,positive,2023-09-01 10:14:02,1080.0,0,payment
auto,positive,2023-09-01 10:14:02,1080.0,0,utility
product,positive,2023-09-01 08:16:40,1082.0,0,
applications,positive,2023-09-01 08:01:29,1083.0,0,application
app,positive,2023-09-01 06:15:29,1084.0,0,application
fantastica,positive,2023-09-01 06:15:29,1084.0,0,experience
text,very positive,2023-08-31 22:26:27,1086.0,0,
function,very positive,2023-08-31 16:29:16,1089.0,0,
activity,negative,2023-08-31 16:29:16,1089.0,0,
pagamento,positive,2023-08-31 16:13:11,1090.0,0,payment
utilizzatore,positive,2023-08-31 16:13:11,1090.0,0,utility
esercizi,positive,2023-08-31 16:13:11,1090.0,0,utility
cash_back,positive,2023-08-31 16:13:11,1090.0,0,payment
graderi,positive,2023-08-31 16:13:11,1090.0,0,communication
servizi,positive,2023-08-31 16:13:11,1090.0,0,utility
software,positive,2023-08-31 14:08:22,1091.0,0,system
experience,positive,2023-08-31 14:08:22,1091.0,0,experience
activity,negative,2023-08-31 12:41:30,1093.0,0,
time,positive,2023-08-31 06:23:51,1094.0,0,time
spaces,positive,2023-08-30 21:11:47,1095.0,0,quantity
payments,negative,2023-08-30 21:11:47,1095.0,0,payment
bills,negative,2023-08-30 21:11:47,1095.0,0,payment
utile,positive,2023-08-30 19:21:57,1096.0,0,utility
facile,positive,2023-08-30 19:21:57,1096.0,0,ease_of_use
cellulare,positive,2023-08-30 17:32:35,1097.0,0,
applicazione,positive,2023-08-30 17:32:35,1097.0,0,application
dati,positive,2023-08-30 17:32:35,1097.0,0,
caricato,positive,2023-08-30 17:32:35,1097.0,0,quantity
€100,positive,2023-08-30 17:32:35,1097.0,0,currency
fare,positive,2023-08-30 17:32:35,1097.0,0,utility
per,positive,2023-08-30 14:52:53,1098.0,0,communication
pagamenti,positive,2023-08-30 14:52:53,1098.0,0,payment
negozi,positive,2023-08-30 14:52:53,1098.0,0,utility
piccole,positive,2023-08-30 14:52:53,1098.0,0,quantity
spese,positive,2023-08-30 14:52:53,1098.0,0,
senza,positive,2023-08-30 14:52:53,1098.0,0,
commissioni,negative,2023-08-30 14:52:53,1098.0,0,payment
images,positive,2023-08-30 14:06:36,1099.0,0,photo
exercises,negative,2023-08-30 14:06:36,1099.0,0,experience
app,positive,2023-08-30 11:11:50,1102.0,0,application
invenzione,positive,2023-08-30 07:51:30,1104.0,0,technology
secolo,positive,2023-08-30 07:51:30,1104.0,0,time
spettacolare,positive,2023-08-30 07:51:30,1104.0,0,experience
facile,positive,2023-08-30 07:37:35,1105.0,0,ease_of_use
snello,positive,2023-08-30 07:37:35,1105.0,0,appearance
review,very positive,2023-08-30 07:10:25,1106.0,0,communication
termine,negative,2023-08-30 05:04:07,1108.0,0,time
simple,positive,2023-08-29 18:07:35,1109.0,0,ease_of_use
other,neutral,2023-08-29 18:07:35,1109.0,0,utility
diffusa,positive,2023-08-29 16:08:43,1110.0,0,state
text,positive,2023-08-29 12:43:43,1112.0,0,
images,positive,2023-08-29 09:27:42,1113.0,0,photo
exercises,positive,2023-08-29 09:27:42,1113.0,0,experience
text,very positive,2023-08-29 08:16:19,1114.0,0,
app,positive,2023-08-28 22:09:29,1116.0,0,application
problemi,positive,2023-08-28 22:09:29,1116.0,0,
contanti,positive,2023-08-28 22:09:29,1116.0,0,currency
software,positive,2023-08-28 20:54:06,1117.0,0,system
experience,positive,2023-08-28 20:54:06,1117.0,0,experience
